Gender,Province of Origin,Random_Code,Residence Status,Last Education,Job,Marital Status,Year of Birth,Est. Monthly Income,Est. Monthly Expenditure,I am able to identify risks and discrepancies and view numbers in a complex way,I am able to recognize a good financial investment,I am able to understand what is behind the numbers,I am able to and divide it accordingly across an allotted period to the right concerned areas,I am able to project the amount of cash that will be available to me in the future,I am able to plan ahead to avoid impulse spending,I am able to understand numbers and financial metrics,I am able to understand what drives cash flow and profits,I am able to understand the company's financial statements and some core performance measures,"Awareness about the potential of financial risk in using digital financial provider or fintech, such as the legality of the fintech provider, interest rate and transaction fee",Having experience in using the product and service of fintech for digital payment,Experience in using the product and service of fintech for financing (loan) and investment,Experience in using the product and service of fintech for asset management,"Having a good understanding of digital payment products such as E-Debit, E-Credit, E-Money, Mobile/Internet banking, E -wallet",Having a good understanding of product digital asset management,Having a good understanding of digital alternatives,Having a good understanding of digital insurance,Having a good understanding of customer rights and protection as well as the procedure to complain about the service from digital  financial providers,I take part in domestic expense planning,I usually have a critical view of the way my friends deal with money,I like to participate in family decision making when we buy something expensive for home,I advise others on money matters,I always try to save some money to do things I really like,I always like to negotiate prices when I buy,I suggest at home that we keep money aside for emergencies,I keep an eye on promotions and discounts,I like to think thoroughly before deciding to buy something,I like to research prices whenever I buy something,I pay attention to news about the economy as it may affect my family,I often do things without giving them much thought,I am impulsive,I say things before I have thought them through,I am able to quickly change my financial decisions as per the changes in circumstance,Appraise of personal risk helps me in better financial decision making,I make sound financial decision by comparing results over the time,I make sound financial decisions by comparing results over expenses involved,I am able to search for economic options during financial decision making,I am able to foresee the long term and short-term consequences of the financial decisions I undertake,Previously used decision strategies help me in better financial decision making,I am becoming financially secure,I am securing my financial future,I  will achieve the financial goals that I have set for myself,I have saved (or will be able to save) enough money to last me to the end of my life,"Because of my money situation, I feel I will never have the things I want in life",I am behind with my finances,My finances control my life,"Whenever I feel in control of my finances, something happens that sets me back",I am unable to enjoy life because I obsess too much about money
Female,West Sumatera,,Boarding House,Senior High School (SMA),Student,Not Married,2000,< Rp2.000.000,< Rp2.000.000,2,2,2,3,1,2,1,4,2,3,2,2,3,2,2,3,2,3,3,3,3,3,3,2,2,2,2,3,1,4,1,3,1,2,3,2,3,4,4,2,2,2,1,2,3,2,3,3
Female,West Sumatera,C77Q,Rental House,Senior High School (SMA),Student,Not Married,2000,Rp4.000.001 – Rp6.000.000,Rp4.000.001 – Rp6.000.000,3,4,2,1,3,3,3,3,3,1,2,2,3,3,4,3,3,2,4,2,2,4,4,3,1,3,2,3,3,4,3,3,3,4,3,2,3,3,3,3,4,1,3,3,3,3,2,3
Female,Central Java,B99Z,Parent’s House,Senior High School (SMA),Student,Not Married,2000,< Rp2.000.000,< Rp2.000.000,4,4,4,3,3,3,3,3,1,1,2,3,2,3,2,3,2,4,3,3,3,3,3,3,3,3,2,3,4,2,4,3,3,4,4,3,4,3,3,4,2,3,3,3,4,4,3,1
Female,West Sumatera,B99Z,Rental House,Senior High School (SMA),Student,Not Married,2000,< Rp2.000.000,< Rp2.000.000,2,1,3,3,4,3,1,2,3,3,4,1,1,3,3,4,3,4,3,1,4,3,3,4,1,4,1,3,3,3,4,3,4,1,3,4,3,1,3,3,3,2,4,4,2,2,3,4
Male,West Sumatera,B99Z,Parent’s House,Bachelor (S1)/Diploma IV,Student,Not Married,2000,< Rp2.000.000,< Rp2.000.000,2,3,4,3,1,4,2,2,4,3,4,3,2,4,2,4,3,2,3,3,3,2,2,2,1,4,2,3,2,2,2,2,3,2,3,1,3,3,4,4,2,4,3,1,4,3,2,3
N/A,West Sumatera,B99Z,Rental House,Senior High School (SMA),Student,Not Married,2000,Rp2.000.001 – Rp4.000.000,< Rp2.000.000,3,3,4,2,3,1,4,3,3,3,4,2,4,3,3,1,3,3,3,2,4,2,1,3,3,2,3,3,2,1,4,3,3,1,3,3,3,3,3,2,1,2,3,4,3,3,3,3
Male,West Sumatera,C77Q,Parent’s House,Senior High School (SMA),Student,Not Married,2000,Rp2.000.001 – Rp4.000.000,< Rp2.000.000,1,2,3,3,4,3,3,4,3,3,3,4,3,3,2,3,3,2,3,2,1,3,2,4,1,4,3,3,3,4,4,4,4,4,3,2,2,4,2,2,1,2,3,2,3,4,2,3
Female,DKI Jakarta,,Parent’s House,Senior High School (SMA),Student,Not Married,2000,< Rp2.000.000,Rp2.000.001 – Rp4.000.000,3,4,3,3,1,3,3,2,3,2,3,3,2,3,3,2,3,2,3,2,4,3,3,3,3,1,3,3,4,3,4,3,3,4,2,2,2,3,3,2,3,2,2,3,2,3,3,3
Female,West Sumatera,A12X,Parent’s House,Senior High School (SMA),Student,Not Married,2000,,< Rp2.000.000,3,2,3,2,3,1,3,3,4,2,3,4,1,4,3,1,4,4,3,2,1,1,2,2,3,2,3,3,4,2,4,2,2,2,4,3,3,1,3,4,2,3,3,2,3,4,2,2
Female,Central Java,C77Q,Parent’s House,Diploma I/II/III,Private Employee,Not Married,2000,Rp2.000.001 – Rp4.000.000,Rp4.000.001 – Rp6.000.000,3,2,3,3,2,4,4,4,3,4,2,2,3,3,4,3,3,2,2,4,2,4,2,3,1,2,4,3,3,4,3,2,2,2,3,2,3,4,3,2,2,3,2,3,4,2,2,1
Female,West Sumatera,A12X,Parent’s House,Senior High School (SMA),Student,Not Married,2000,Rp2.000.001 – Rp4.000.000,< Rp2.000.000,2,3,3,3,4,3,1,4,4,4,2,4,1,4,3,1,3,4,1,3,3,4,1,2,3,4,3,3,2,4,4,4,2,2,4,3,3,4,2,3,4,2,4,4,3,3,4,3
Female,Central Java,B99Z,Family House,Senior High School (SMA),Student,Not Married,2000,< Rp2.000.000,< Rp2.000.000,3,3,3,3,3,2,3,1,4,3,3,3,3,2,3,3,3,3,1,3,3,1,3,2,3,3,4,3,3,2,2,3,2,4,3,1,2,1,3,4,3,3,2,3,1,4,2,3
N/A,West Sumatera,C77Q,Rental House,Senior High School (SMA),Student,Not Married,2000,< Rp2.000.000,Rp2.000.001 – Rp4.000.000,3,4,4,3,3,3,1,3,2,4,4,2,3,4,1,2,3,3,3,1,2,3,1,4,3,3,4,3,3,2,4,2,2,3,2,3,3,3,1,2,3,2,4,2,4,3,3,1
Female,West Sumatera,A12X,Parent’s House,Bachelor (S1)/Diploma IV,Entrepreneur,Not Married,2000,< Rp2.000.000,< Rp2.000.000,2,3,1,3,3,2,4,1,1,3,3,3,3,4,3,3,4,2,3,3,2,3,4,3,3,4,4,3,4,3,2,3,1,4,3,3,1,3,2,1,1,2,3,2,2,1,2,3
Female,West Sumatera,C77Q,Parent’s House,Senior High School (SMA),Student,Not Married,2000,< Rp2.000.000,Rp2.000.001 – Rp4.000.000,3,3,1,1,3,3,3,3,3,4,2,3,4,3,1,2,2,2,2,3,4,2,3,4,3,3,3,3,4,4,4,3,4,4,3,4,3,2,3,3,2,3,3,3,2,3,3,3
N/A,West Sumatera,A12X,Boarding House,Elementary School (SD),Student,Not Married,2000,Rp10.000.001 – Rp15.000.000,,2,3,3,3,3,3,2,4,3,3,1,2,3,3,4,3,2,4,1,3,4,2,3,4,4,4,3,3,2,4,3,2,2,2,3,1,3,4,3,2,3,4,3,3,4,2,2,3
Female,West Sumatera,A12X,Boarding House,Senior High School (SMA),Others,Not Married,2000,Rp2.000.001 – Rp4.000.000,,3,2,4,3,1,2,4,3,3,4,2,3,2,3,4,4,3,3,2,1,3,2,3,2,2,4,3,3,3,3,3,2,4,2,3,3,3,3,4,4,3,4,4,1,4,3,4,4
N/A,Central Java,A12X,Parent’s House,Senior High School (SMA),Student,Not Married,2000,< Rp2.000.000,< Rp2.000.000,3,2,3,3,3,2,2,4,2,3,3,3,3,4,2,2,3,3,4,3,4,3,2,1,3,3,3,3,1,3,1,3,2,3,1,4,2,2,3,3,3,3,2,2,3,3,3,1
Male,West Sumatera,A12X,Parent’s House,Senior High School (SMA),Student,Not Married,2000,< Rp2.000.000,< Rp2.000.000,3,2,4,1,3,3,3,2,3,4,1,3,3,1,3,3,4,3,1,4,2,4,3,3,1,3,4,3,3,4,2,2,2,4,4,2,3,3,2,3,2,3,1,2,3,3,3,3
Female,DKI Jakarta,A12X,Rental House,Senior High School (SMA),Student,Not Married,2000,> Rp15.000.000,< Rp2.000.000,1,4,1,3,3,3,3,3,3,2,4,4,2,4,1,2,3,2,1,3,3,3,2,2,1,3,3,3,2,3,3,3,4,3,4,4,4,3,3,2,3,4,4,3,3,1,3,4
Female,West Sumatera,,Rental House,Senior High School (SMA),Student,Not Married,2000,Rp2.000.001 – Rp4.000.000,< Rp2.000.000,1,4,2,1,1,4,2,3,2,3,3,4,2,2,3,3,3,3,2,2,3,3,3,3,3,4,4,3,3,2,2,4,4,3,3,3,2,2,3,4,4,2,3,2,3,4,3,1
Male,South Sumatera,A12X,Rental House,Senior High School (SMA),Private Employee,Not Married,2000,< Rp2.000.000,< Rp2.000.000,2,2,1,4,1,4,3,3,2,3,2,2,3,1,3,3,3,3,3,3,4,3,2,4,3,4,3,3,3,3,3,3,3,1,1,3,3,3,2,3,1,3,3,4,2,2,4,3
Male,West Sumatera,B99Z,Boarding House,Senior High School (SMA),Private Employee,Not Married,2000,< Rp2.000.000,< Rp2.000.000,2,2,3,3,3,4,2,4,2,3,4,3,4,1,3,1,3,3,3,3,3,2,3,2,3,1,2,3,3,3,4,4,3,2,2,3,2,3,4,3,3,4,4,2,3,1,2,2
Female,North Sumatera,,Dormitory,Senior High School (SMA),Student,Not Married,2000,< Rp2.000.000,< Rp2.000.000,1,1,4,3,4,3,2,3,2,4,3,3,2,2,3,4,3,2,3,2,3,3,2,3,3,2,4,3,3,3,4,3,3,2,1,2,2,3,4,4,3,2,2,3,3,3,4,2
Female,West Sumatera,A12X,Parent’s House,Senior High School (SMA),Student,Not Married,2000,Rp2.000.001 – Rp4.000.000,< Rp2.000.000,3,3,3,4,1,4,2,3,4,1,4,3,2,2,2,3,4,3,3,1,4,3,3,2,2,2,4,3,3,1,2,2,2,2,2,3,4,3,4,2,1,1,4,3,4,3,3,4
Female,West Sumatera,,Rental House,Senior High School (SMA),Student,Not Married,2000,Rp2.000.001 – Rp4.000.000,Rp2.000.001 – Rp4.000.000,4,3,3,3,4,1,4,2,2,3,4,2,3,2,3,3,2,3,3,3,2,3,1,2,4,4,3,3,4,4,3,3,3,4,1,3,3,3,3,3,3,4,3,4,4,1,2,2
Male,DKI Jakarta,,Parent’s House,Senior High School (SMA),Student,Not Married,2000,< Rp2.000.000,< Rp2.000.000,1,3,1,4,1,1,4,4,4,4,1,3,3,2,4,2,3,4,3,3,3,2,3,3,1,3,2,3,3,4,4,2,1,2,4,4,3,1,4,3,2,3,3,3,3,3,4,3
Male,DKI Jakarta,C77Q,Rental House,Senior High School (SMA),Student,Not Married,2000,< Rp.2.000.000,< Rp2.000.000,2,2,4,2,3,3,3,4,2,4,3,3,2,3,3,2,3,4,2,3,3,3,2,3,3,2,3,3,4,3,4,3,3,3,4,4,3,4,4,4,2,4,3,4,2,1,3,2
Male,West Sumatera,A12X,Parent’s House,Senior High School (SMA),Student,Not Married,2000,< Rp2.000.000,Rp2.000.001 – Rp4.000.000,3,2,2,2,3,4,1,1,3,4,1,2,2,3,3,3,3,3,2,1,3,4,3,4,4,2,3,3,3,2,3,3,3,3,3,4,3,3,3,4,3,4,3,4,3,2,1,1
Female,Central Java,B99Z,Family House,Senior High School (SMA),Student,Not Married,2000,< Rp2.000.000,< Rp2.000.000,3,3,4,4,3,3,4,2,3,3,3,3,4,3,3,2,2,1,3,3,4,4,3,2,2,2,2,3,1,1,3,1,3,3,3,3,3,1,3,2,3,4,4,3,3,3,1,2
Female,North Sumatera,A12X,Parent’s House,Bachelor (S1)/Diploma IV,Student,Not Married,2000,< Rp2.000.000,Rp2.000.001 – Rp4.000.000,3,3,3,1,3,3,3,2,2,3,3,2,4,3,2,4,3,4,3,1,4,1,2,3,4,4,2,3,4,3,2,3,4,3,3,3,4,3,3,3,3,4,3,3,4,1,3,3
Male,West Sumatera,C77Q,Parent’s House,Diploma I/II/III,Others,Not Married,2000,< Rp2.000.000,< Rp2.000.000,2,3,4,1,1,2,4,3,2,3,4,3,2,3,4,4,3,2,3,3,3,1,3,3,2,3,1,3,1,2,1,4,3,4,2,3,3,3,3,4,3,3,4,3,3,4,4,1
N/A,Central Java,C77Q,Parent’s House,Senior High School (SMA),Student,Not Married,2000,< Rp2.000.000,< Rp2.000.000,3,2,3,3,3,2,2,4,2,3,3,3,3,4,2,2,3,3,4,3,4,3,2,1,3,3,3,3,1,3,1,3,2,3,1,4,2,2,3,3,3,3,2,2,3,3,3,1
N/A,West Sumatera,C77Q,Parent’s House,Senior High School (SMA),Others,Married,2000,Rp6.000.001 – Rp10.000.000,Rp4.000.001 – Rp6.000.000,3,3,3,3,3,4,4,3,3,4,3,3,3,4,2,2,2,3,4,2,4,1,4,4,2,4,4,3,3,2,2,1,4,3,3,3,3,3,4,4,3,3,4,1,2,2,3,1
Female,West Sumatera,,Parent’s House,Diploma I/II/III,Private Employee,Not Married,2000,Rp2.000.001 – Rp4.000.000,< Rp2.000.000,3,2,2,3,2,3,3,2,2,2,3,1,1,4,2,3,2,2,3,3,2,2,2,3,4,3,4,3,2,1,2,3,3,3,3,3,3,4,3,3,3,3,3,2,2,2,2,2
Male,West Sumatera,C77Q,Parent’s House,Senior High School (SMA),Student,Not Married,2000,< Rp2.000.000,< Rp2.000.000,3,3,2,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,4,3,3,3,3,3,3
Male,West Sumatera,,Parent’s House,Senior High School (SMA),Student,Not Married,2000,,< Rp2.000.000,3,4,3,4,3,4,3,3,3,2,2,2,2,4,2,2,2,2,4,4,4,3,2,2,4,4,4,3,2,3,4,2,3,3,3,3,3,3,3,3,2,3,2,1,2,1,1,1
Female,West Sumatera,A12X,Parent’s House,Senior High School (SMA),Student,Not Married,2001,< Rp2.000.000,< Rp2.000.000,3,3,3,3,3,4,3,3,2,3,4,2,2,4,2,3,3,3,2,3,3,2,3,3,3,4,4,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,1
Female,West Sumatera,,Parent’s House,Diploma I/II/III,Student,Not Married,2001,Rp4.000.001 – Rp6.000.000,Rp2.000.001 – Rp4.000.000,3,3,3,3,3,3,3,3,3,3,2,2,2,4,3,3,2,3,2,2,4,1,3,3,4,4,4,3,3,4,4,4,2,2,4,1,2,1,4,2,2,4,3,1,4,4,4,3
Female,West Sumatera,,Own House,Diploma I/II/III,Student,Not Married,2001,< Rp2.000.000,< Rp2.000.000,3,2,3,3,2,3,3,2,2,3,3,1,1,4,2,4,3,3,2,3,3,2,3,2,4,3,3,3,2,2,2,1,2,2,3,3,3,4,4,2,2,3,3,2,3,2,3,1
Female,West Sumatera,A12X,Rental House,Diploma I/II/III,Student,Not Married,2001,< Rp2.000.000,< Rp2.000.000,4,4,4,3,2,3,3,3,3,3,4,3,3,4,4,3,2,3,3,2,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,2
Male,West Sumatera,A12X,Parent’s House,Senior High School (SMA),Student,Not Married,2001,< Rp2.000.000,< Rp2.000.000,2,1,2,3,3,2,3,3,3,3,3,3,3,1,1,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3
Male,West Sumatera,A12X,Boarding House,Senior High School (SMA),Student,Not Married,2001,< Rp2.000.000,< Rp2.000.000,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,4,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,2,2,2,4,3
Female,West Sumatera,A12X,Parent’s House,Bachelor (S1)/Diploma IV,Not Working,Not Married,2001,< Rp2.000.000,< Rp2.000.000,3,3,3,3,2,4,3,3,3,3,3,3,3,4,3,3,3,4,2,3,2,2,3,2,2,3,3,3,3,3,3,2,2,2,3,3,3,3,3,2,2,3,2,2,2,2,3,2
Female,West Sumatera,C77Q,Boarding House,Diploma I/II/III,Student,Not Married,2001,< Rp2.000.000,< Rp2.000.000,2,2,2,3,3,3,3,2,2,2,3,3,2,3,2,3,2,3,4,3,4,2,3,2,2,1,2,3,2,3,3,2,1,2,3,3,2,3,3,2,2,3,1,2,3,3,2,1
Female,West Sumatera,A12X,Own House,Diploma I/II/III,Student,Not Married,2001,< Rp2.000.000,< Rp2.000.000,2,2,2,3,2,2,2,3,3,2,2,2,2,3,2,2,3,2,3,3,3,2,3,3,2,3,3,3,3,2,3,2,1,2,2,2,3,2,3,1,2,3,1,2,4,3,2,2
Female,West Sumatera,,Parent’s House,Diploma I/II/III,Student,Not Married,2001,< Rp2.000.000,< Rp2.000.000,2,2,2,2,2,2,3,3,3,3,3,2,2,3,3,3,2,2,2,3,2,2,3,2,3,3,3,3,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
Female,West Sumatera,B99Z,Parent’s House,Bachelor (S1)/Diploma IV,Student,Not Married,2001,< Rp2.000.000,< Rp2.000.000,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Female,DKI Jakarta,A12X,Family House,Diploma I/II/III,Private Employee,Not Married,2001,Rp4.000.001 – Rp6.000.000,Rp2.000.001 – Rp4.000.000,2,2,3,3,3,2,2,3,3,3,3,2,2,3,2,3,2,3,3,3,3,2,3,3,3,4,4,3,3,2,2,3,3,3,3,3,3,2,2,3,3,3,3,2,2,3,3,2
Female,West Sumatera,C77Q,Parent’s House,Diploma I/II/III,Not Working,Not Married,2001,< Rp2.000.000,< Rp2.000.000,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,2,2,3,2,4,4,4,4,4,3,4,3,2,3,2,2,3,3,3,3,3,2,3,3,2,2,3,3,3,2
N/A,West Sumatera,,Parent’s House,Diploma I/II/III,Others,Not Married,2001,< Rp2.000.000,< Rp2.000.000,3,2,2,2,2,3,3,3,3,2,3,2,3,3,3,3,2,2,3,3,3,2,3,4,3,4,3,3,3,3,3,2,3,3,4,3,4,3,3,3,2,3,2,4,2,3,3,2
Female,West Sumatera,A12X,Parent’s House,Diploma I/II/III,Not Working,Not Married,2001,Rp6.000.001 – Rp10.000.000,Rp4.000.001 – Rp6.000.000,1,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,3,2,2,3,3,4,2,3,3,4,2,4,3,2,3,2,2,2,2,3,2,2,2,2,2,3,3,2
Female,West Sumatera,B99Z,Parent’s House,Bachelor (S1)/Diploma IV,Student,Not Married,2001,< Rp2.000.000,< Rp2.000.000,2,2,2,3,3,3,2,3,2,2,2,2,2,3,2,2,2,2,3,3,3,2,3,3,4,4,3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Female,West Sumatera,A12X,Parent’s House,Diploma I/II/III,Student,Not Married,2001,< Rp2.000.000,< Rp2.000.000,3,3,3,3,2,3,3,3,3,3,3,3,2,4,2,3,3,3,1,3,3,2,3,3,4,4,2,3,4,2,4,3,3,3,3,2,2,2,2,3,3,3,4,2,2,3,3,2
Female,West Sumatera,C77Q,Parent’s House,Senior High School (SMA),Student,Not Married,2001,< Rp2.000.000,< Rp2.000.000,3,2,2,3,2,3,3,3,3,2,2,2,2,4,4,4,4,3,2,3,4,2,2,2,1,4,4,3,1,1,1,3,4,3,3,3,2,3,2,4,3,3,4,1,1,2,2,1
Female,West Sumatera,A12X,Rental House,Diploma I/II/III,Others,Not Married,2001,Rp2.000.001 – Rp4.000.000,Rp2.000.001 – Rp4.000.000,3,3,2,3,2,3,3,3,3,3,3,2,2,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,2,2,4,2,2,3,3,3,3,3,2,3,3,2,3,2,2,3,2
Female,West Sumatera,,Parent’s House,Diploma I/II/III,Private Employee,Not Married,2001,Rp4.000.001 – Rp6.000.000,Rp2.000.001 – Rp4.000.000,3,2,3,3,3,4,3,3,3,3,3,3,3,4,3,2,2,3,3,2,4,2,3,3,4,3,4,3,3,1,2,2,4,4,4,4,3,3,3,4,3,4,4,1,1,2,1,1
Female,West Sumatera,,Parent’s House,Senior High School (SMA),Others,Not Married,2001,< Rp2.000.000,Rp2.000.001 – Rp4.000.000,3,1,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,4,3,3,3,3,3,4,3,3,3,2,3,3,2
Female,West Sumatera,A12X,Rental House,Senior High School (SMA),Student,Not Married,2001,< Rp2.000.000,< Rp2.000.000,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Male,West Sumatera,B99Z,Rental House,Senior High School (SMA),Student,Not Married,2001,< Rp2.000.000,< Rp2.000.000,3,3,3,3,2,2,3,3,3,2,3,3,3,4,3,3,3,3,2,3,3,3,2,4,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,4,2,2,2,3
Male,West Sumatera,,Parent’s House,Senior High School (SMA),Student,Not Married,2001,< Rp.2.000.000,< Rp2.000.000,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,4,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Male,West Sumatera,A12X,Parent’s House,Senior High School (SMA),Student,Not Married,2001,< Rp2.000.000,< Rp2.000.000,3,3,3,4,4,4,4,3,4,3,3,3,4,3,3,4,3,4,3,4,3,4,4,3,3,3,4,3,4,4,3,4,4,3,4,4,3,3,3,4,4,4,3,3,3,3,3,4
Female,West Sumatera,A12X,Parent’s House,Diploma I/II/III,Others,Not Married,2001,Rp2.000.001 – Rp4.000.000,Rp2.000.001 – Rp4.000.000,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Female,West Sumatera,,Parent’s House,Senior High School (SMA),Student,Not Married,2001,< Rp2.000.000,< Rp2.000.000,3,3,3,4,3,4,3,3,3,4,4,4,3,4,4,4,4,3,3,4,4,4,4,4,4,4,4,3,2,1,2,1,4,4,4,4,4,4,4,4,3,4,4,1,2,4,4,2
Female,West Sumatera,C77Q,Parent’s House,Senior High School (SMA),Student,Not Married,2001,< Rp2.000.000,< Rp2.000.000,2,2,3,3,3,4,4,4,3,3,3,3,3,3,4,3,3,3,3,3,4,4,3,3,4,2,3,3,2,3,2,1,3,3,4,4,3,3,3,3,3,4,3,3,3,3,3,3
Male,West Sumatera,B99Z,Parent’s House,Bachelor (S1)/Diploma IV,Student,Not Married,2001,< Rp2.000.000,< Rp2.000.000,3,2,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,2,3,2,2,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,4,3,3,2
Female,West Sumatera,B99Z,Parent’s House,Senior High School (SMA),Student,Not Married,2001,< Rp2.000.000,,3,3,3,4,2,4,3,3,2,3,3,3,2,4,2,3,3,3,3,4,4,4,4,4,4,4,4,3,4,1,1,1,4,3,4,4,4,4,3,2,3,3,3,2,3,1,3,1
Female,North Sumatera,C77Q,Parent’s House,Senior High School (SMA),Student,Not Married,2001,< Rp2.000.000,< Rp2.000.000,3,2,3,3,2,3,3,3,3,3,3,2,2,3,2,3,2,3,2,2,3,1,1,2,2,1,2,3,2,3,4,4,3,3,3,3,3,3,3,2,4,4,4,1,1,1,3,1
Female,West Sumatera,A12X,Parent’s House,Bachelor (S1)/Diploma IV,Others,Not Married,2001,Rp2.000.001 – Rp4.000.000,Rp2.000.001 – Rp4.000.000,3,3,4,3,4,4,4,4,4,3,4,3,4,4,3,4,4,3,3,4,4,4,3,4,4,4,4,3,4,2,3,2,4,4,4,4,3,4,4,4,4,3,3,1,1,1,2,1
Male,West Sumatera,,Parent’s House,Senior High School (SMA),Student,Not Married,2001,< Rp2.000.000,< Rp2.000.000,3,4,4,4,3,3,4,4,4,2,3,2,3,4,4,3,2,2,2,3,3,2,4,3,4,3,4,3,3,3,2,3,4,3,3,3,4,3,3,2,2,3,3,3,2,4,4,4
Female,DI Yogyakarta,B99Z,Parent’s House,Bachelor (S1)/Diploma IV,Not Working,Not Married,2001,< Rp2.000.000,< Rp2.000.000,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,2,2,3,2,3,2,2,4,3,2,4,4,3,3,1,2,2,4,4,4,3,4,4,4,3,3,3,2,2,1,2,2,1
Female,DKI Jakarta,B99Z,Parent’s House,Bachelor (S1)/Diploma IV,Student,Not Married,2001,< Rp2.000.000,< Rp2.000.000,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,2,4,3,4,4,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3
Female,DKI Jakarta,C77Q,Parent’s House,Bachelor (S1)/Diploma IV,Student,Not Married,2001,< Rp2.000.000,< Rp2.000.000,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3
Female,DKI Jakarta,B99Z,Family House,Bachelor (S1)/Diploma IV,Student,Not Married,2001,< Rp2.000.000,< Rp2.000.000,4,4,4,4,4,4,3,3,3,4,4,4,3,3,3,3,3,4,4,4,4,3,4,4,3,4,4,3,3,3,4,3,3,3,3,3,4,4,3,4,3,3,4,4,3,3,4,4
Male,DKI Jakarta,C77Q,Rental House,Senior High School (SMA),Student,Not Married,2001,Rp2.000.001 – Rp4.000.000,< Rp2.000.000,2,2,2,3,3,3,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,3,3,3,4,3,4,2,2,3,3,3,3,4,3,1
Male,DKI Jakarta,,Parent’s House,Bachelor (S1)/Diploma IV,Student,Not Married,2001,< Rp2.000.000,< Rp2.000.000,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,2,3,2,2,2,2,3,2
Male,DKI Jakarta,,Family House,Senior High School (SMA),Student,Not Married,2001,Rp2.000.001 – Rp4.000.000,Rp4.000.001 – Rp6.000.000,3,2,2,2,1,3,3,3,3,3,2,2,2,4,3,3,2,2,4,3,3,2,3,3,3,4,3,3,3,2,3,2,3,3,4,3,3,2,3,2,2,3,3,1,3,4,4,3
Female,DKI Jakarta,A12X,Boarding House,Bachelor (S1)/Diploma IV,Student,Not Married,2001,< Rp2.000.000,< Rp2.000.000,3,3,4,4,4,4,3,3,3,3,3,2,2,3,2,2,2,3,3,2,3,4,3,3,3,3,4,3,2,2,2,2,3,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2
N/A,DKI Jakarta,B99Z,Parent’s House,Bachelor (S1)/Diploma IV,Student,Not Married,2001,Rp4.000.001 – Rp6.000.000,Rp2.000.001 – Rp4.000.000,3,3,3,3,3,4,3,3,4,3,3,4,3,3,3,3,3,3,3,4,3,3,3,3,3,4,3,3,3,3,2,2,4,3,3,4,4,3,3,3,3,3,3,3,2,2,2,2
