user_id ID,birth_year,gender,province,education_level,employment_status,avg_monthly_income,avg_income_category,avg_monthly_expense,avg_expense_category,financial_standing,main_fintech_app,ewallet_spending,investment_type,loan_usage_purpose,outstanding_loan,financial_anxiety_score,digital_time_spent_per_day
U0637,2004,Female,Kalimantan Tengah,Postgraduate,Not Working,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,Dana,< Rp500.000,Kripto,Tidak Ada,0.0,1,5.0
U0643,2006,Male,Nusa Tenggara Barat,Bachelor (S1)/Diploma IV,Civil Servant/BUMN,Rp6.000.001 - Rp10.000.000,6-10jt,Rp10.000.001 - Rp15.000.000,10-15jt,Deficit,OVO,< Rp500.000,Reksadana,Tidak Ada,0.0,4,6.2
U0651,1997,Male,Sulawesi Tengah,Senior High School,Entrepreneur,Rp6.000.001 - Rp10.000.000,6-10jt,Rp10.000.001 - Rp15.000.000,10-15jt,Deficit,Dana,< Rp500.000,Reksadana,Tidak Ada,0.0,5,1.2
U0653,2002,Female,Bali,Senior High School,Entrepreneur,Rp6.000.001 - Rp10.000.000,6-10jt,Rp10.000.001 - Rp15.000.000,10-15jt,Deficit,OVO,< Rp500.000,Saham,Tidak Ada,0.0,4,7.2
U0657,2007,Male,Jambi,Bachelor (S1)/Diploma IV,Student,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,LinkAja,> Rp3.000.000,Saham,Tidak Ada,0.0,3,5.6
U0663,2012,Female,Gorontalo,Senior High School,Student,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,ShopeePay,Rp500.001 - Rp1.000.000,Reksadana,Tidak Ada,0.0,5,8.1
U0665,2012,Male,Riau,Diploma I/II/III,Private Employee,Rp2.000.001 - Rp4.000.000,2-4jt,Rp4.000.001 - Rp6.000.000,4-6jt,Deficit,Kredivo,> Rp3.000.000,Reksadana,Tidak Ada,0.0,4,12.1
U0667,2001,Male,Maluku,Junior High School,Entrepreneur,> Rp15.000.000,>15jt,> Rp15.000.000,>15jt,Break-even,ShopeePay,Rp500.001 - Rp1.000.000,Reksadana,Tidak Ada,0.0,2,6.3
U0668,2012,Male,Lampung,Diploma I/II/III,Student,Rp2.000.001 - Rp4.000.000,2-4jt,Rp4.000.001 - Rp6.000.000,4-6jt,Deficit,Kredivo,Rp1.000.001 - Rp3.000.000,Saham,Tidak Ada,0.0,2,10.1
U0670,2010,Male,Kepulauan Bangka Belitung,Senior High School,Civil Servant/BUMN,Rp10.000.001 - Rp15.000.000,10-15jt,Rp6.000.001 - Rp10.000.000,6-10jt,Surplus,Akulaku,Rp500.001 - Rp1.000.000,Reksadana,Tidak Ada,0.0,3,7.3
U0671,2004,Male,Sulawesi Barat,Diploma I/II/III,Student,Rp2.000.001 - Rp4.000.000,2-4jt,Rp4.000.001 - Rp6.000.000,4-6jt,Deficit,OVO,< Rp500.000,None,Tidak Ada,0.0,3,6.4
U0674,2010,Female,Papua Selatan,Senior High School,Student,Rp2.000.001 - Rp4.000.000,2-4jt,Rp4.000.001 - Rp6.000.000,4-6jt,Deficit,GoPay,< Rp500.000,Reksadana,Tidak Ada,0.0,2,8.2
U0677,1998,Male,Jawa Tengah,Senior High School,Student,Rp2.000.001 - Rp4.000.000,2-4jt,Rp4.000.001 - Rp6.000.000,4-6jt,Deficit,LinkAja,Rp500.001 - Rp1.000.000,None,Tidak Ada,0.0,1,9.0
U0679,2000,Female,Papua Selatan,Junior High School,Entrepreneur,Rp6.000.001 - Rp10.000.000,6-10jt,Rp10.000.001 - Rp15.000.000,10-15jt,Deficit,LinkAja,> Rp3.000.000,Kripto,,0.0,5,5.7
U0680,2009,Female,Kepulauan Riau,Senior High School,Student,< Rp2.000.000,<2jt,N/A,N/A,Surplus,OVO,< Rp500.000,None,Tidak Ada,0.0,2,7.2
U0681,2003,Female,Kepulauan Bangka Belitung,Senior High School,Entrepreneur,Rp10.000.001 - Rp15.000.000,10-15jt,Rp6.000.001 - Rp10.000.000,6-10jt,Surplus,OVO,Rp500.001 - Rp1.000.000,Saham,Tidak Ada,0.0,1,3.0
U0690,2010,Male,Jambi,Senior High School,Student,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,LinkAja,Rp500.001 - Rp1.000.000,Saham,Tidak Ada,0.0,2,10.7
U0691,2000,Male,Maluku,Senior High School,Entrepreneur,Rp2.000.001 - Rp4.000.000,2-4jt,Rp4.000.001 - Rp6.000.000,4-6jt,Deficit,LinkAja,Rp1.000.001 - Rp3.000.000,Saham,Tidak Ada,0.0,2,9.1
U0692,2006,Male,Sulawesi Utara,Senior High School,Private Employee,Rp10.000.001 - Rp15.000.000,10-15jt,Rp6.000.001 - Rp10.000.000,6-10jt,Surplus,Kredivo,Rp500.001 - Rp1.000.000,Reksadana,Tidak Ada,0.0,5,7.3
U0693,2004,Female,Maluku,Elementary School,Entrepreneur,Rp6.000.001 - Rp10.000.000,6-10jt,Rp10.000.001 - Rp15.000.000,10-15jt,Deficit,ShopeePay,Rp500.001 - Rp1.000.000,Saham,Tidak Ada,0.0,2,4.7
U0695,2004,Male,Bali,Postgraduate,Student,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,OVO,Rp1.000.001 - Rp3.000.000,Kripto,Tidak Ada,0.0,4,6.4
U0696,1998,Female,Sumatera Utara,Senior High School,Student,Rp2.000.001 - Rp4.000.000,2-4jt,Rp4.000.001 - Rp6.000.000,4-6jt,Deficit,OVO,Rp500.001 - Rp1.000.000,Kripto,Tidak Ada,0.0,3,7.7
U0703,2003,Male,Nusa Tenggara Barat,Junior High School,Student,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,Akulaku,Rp500.001 - Rp1.000.000,Reksadana,Tidak Ada,0.0,3,6.9
U0706,1999,Female,Jambi,Bachelor (S1)/Diploma IV,Not Working,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,Akulaku,Rp500.001 - Rp1.000.000,Reksadana,Tidak Ada,0.0,5,3.8
U0708,2001,Female,Kalimantan Selatan,Senior High School,Student,Rp2.000.001 - Rp4.000.000,2-4jt,Rp4.000.001 - Rp6.000.000,4-6jt,Deficit,LinkAja,Rp1.000.001 - Rp3.000.000,Reksadana,Tidak Ada,0.0,5,8.9
U0710,2008,Female,Banten,Senior High School,Others,Rp4.000.001 - Rp6.000.000,4-6jt,Rp4.000.001 - Rp6.000.000,4-6jt,Break-even,GoPay,Rp1.000.001 - Rp3.000.000,Kripto,Tidak Ada,0.0,3,6.0
U0714,2005,Male,Sulawesi Utara,Senior High School,Private Employee,Rp6.000.001 - Rp10.000.000,6-10jt,N/A,N/A,Surplus,ShopeePay,Rp500.001 - Rp1.000.000,Saham,Tidak Ada,0.0,4,6.0
U0715,1998,Male,Papua Tengah,Elementary School,Others,Rp2.000.001 - Rp4.000.000,2-4jt,Rp4.000.001 - Rp6.000.000,4-6jt,Deficit,OVO,> Rp3.000.000,Reksadana,Tidak Ada,0.0,5,3.4
U0717,1998,Female,Nusa Tenggara Timur,Diploma I/II/III,Student,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,Kredivo,Rp500.001 - Rp1.000.000,Reksadana,Tidak Ada,0.0,4,4.6
U0719,2012,Male,Papua Pegunungan,Bachelor (S1)/Diploma IV,Civil Servant/BUMN,Rp10.000.001 - Rp15.000.000,10-15jt,Rp6.000.001 - Rp10.000.000,6-10jt,Surplus,Kredivo,Rp500.001 - Rp1.000.000,Reksadana,Tidak Ada,0.0,2,8.9
U0720,2002,Female,Bengkulu,Elementary School,Student,< Rp2.000.000,<2jt,N/A,N/A,Surplus,GoPay,Rp500.001 - Rp1.000.000,Kripto,Tidak Ada,0.0,4,9.4
U0723,2003,Male,Sulawesi Utara,Bachelor (S1)/Diploma IV,Not Working,Rp2.000.001 - Rp4.000.000,2-4jt,Rp4.000.001 - Rp6.000.000,4-6jt,Deficit,Dana,Rp1.000.001 - Rp3.000.000,Saham,Tidak Ada,0.0,5,5.7
U0724,1999,Female,Banten,Senior High School,Student,Rp6.000.001 - Rp10.000.000,6-10jt,Rp10.000.001 - Rp15.000.000,10-15jt,Deficit,Kredivo,< Rp500.000,Saham,Tidak Ada,0.0,3,5.5
U0725,2009,Female,Lampung,Senior High School,Student,Rp6.000.001 - Rp10.000.000,6-10jt,Rp10.000.001 - Rp15.000.000,10-15jt,Deficit,GoPay,Rp500.001 - Rp1.000.000,Emas,Tidak Ada,0.0,1,4.8
U0726,1998,Female,Nusa Tenggara Barat,Senior High School,Not Working,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,Akulaku,< Rp500.000,Emas,Tidak Ada,0.0,4,7.1
U0728,2012,Female,Banten,Senior High School,Student,Rp2.000.001 - Rp4.000.000,2-4jt,Rp4.000.001 - Rp6.000.000,4-6jt,Deficit,Kredivo,< Rp500.000,Saham,Tidak Ada,0.0,5,3.2
U0730,2008,Male,Bali,Senior High School,Private Employee,Rp2.000.001 - Rp4.000.000,2-4jt,Rp4.000.001 - Rp6.000.000,4-6jt,Deficit,GoPay,Rp1.000.001 - Rp3.000.000,Reksadana,Tidak Ada,0.0,4,7.7
U0736,2011,Female,Papua Pegunungan,Bachelor (S1)/Diploma IV,Civil Servant/BUMN,N/A,N/A,Rp4.000.001 - Rp6.000.000,4-6jt,Deficit,ShopeePay,Rp1.000.001 - Rp3.000.000,Reksadana,Tidak Ada,0.0,2,7.3
U0737,2005,Male,Sulawesi Utara,Postgraduate,Private Employee,Rp6.000.001 - Rp10.000.000,6-10jt,Rp10.000.001 - Rp15.000.000,10-15jt,Deficit,ShopeePay,Rp500.001 - Rp1.000.000,Saham,Tidak Ada,0.0,2,11.4
U0739,2004,Male,Kalimantan Utara,Postgraduate,Entrepreneur,Rp6.000.001 - Rp10.000.000,6-10jt,Rp10.000.001 - Rp15.000.000,10-15jt,Deficit,Kredivo,Rp1.000.001 - Rp3.000.000,Reksadana,Tidak Ada,0.0,4,8.5
U0740,2005,Male,Nusa Tenggara Barat,Junior High School,Private Employee,Rp2.000.001 - Rp4.000.000,2-4jt,Rp4.000.001 - Rp6.000.000,4-6jt,Deficit,Kredivo,< Rp500.000,Kripto,Tidak Ada,0.0,3,4.3
U0743,2010,Female,Gorontalo,Senior High School,Entrepreneur,> Rp15.000.000,>15jt,> Rp15.000.000,>15jt,Break-even,LinkAja,Rp1.000.001 - Rp3.000.000,Saham,Tidak Ada,0.0,4,11.4
U0744,1997,Male,Sulawesi Utara,Junior High School,Student,Rp2.000.001 - Rp4.000.000,2-4jt,Rp4.000.001 - Rp6.000.000,4-6jt,Deficit,Dana,Rp500.001 - Rp1.000.000,Saham,Tidak Ada,0.0,2,4.5
U0746,2006,Female,Kalimantan Utara,Bachelor (S1)/Diploma IV,Student,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,Akulaku,Rp500.001 - Rp1.000.000,Saham,Tidak Ada,0.0,5,3.3
U0751,2006,Male,Sumatera Barat,Senior High School,Not Working,< Rp2.000.000,<2jt,N/A,N/A,Surplus,GoPay,Rp1.000.001 - Rp3.000.000,Saham,Tidak Ada,0.0,4,5.0
U0752,2001,Female,DKI Jakarta,Diploma I/II/III,Not Working,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,LinkAja,< Rp500.000,Kripto,Tidak Ada,0.0,5,9.2
U0755,2012,Male,Sulawesi Tengah,Bachelor (S1)/Diploma IV,Student,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,Kredivo,Rp500.001 - Rp1.000.000,Emas,Tidak Ada,0.0,5,7.3
U0756,2010,Female,Kalimantan Tengah,Senior High School,Student,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,Akulaku,< Rp500.000,Reksadana,Tidak Ada,0.0,5,4.2
U0757,2012,Female,Sulawesi Barat,Senior High School,Student,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,GoPay,Rp500.001 - Rp1.000.000,Saham,Tidak Ada,0.0,4,9.7
U0758,2006,Female,Lampung,Bachelor (S1)/Diploma IV,Student,Rp2.000.001 - Rp4.000.000,2-4jt,Rp4.000.001 - Rp6.000.000,4-6jt,Deficit,Kredivo,Rp1.000.001 - Rp3.000.000,Emas,Tidak Ada,0.0,3,12.7
U0760,2007,Female,Maluku Utara,Junior High School,Entrepreneur,Rp6.000.001 - Rp10.000.000,6-10jt,Rp10.000.001 - Rp15.000.000,10-15jt,Deficit,ShopeePay,> Rp3.000.000,Saham,Tidak Ada,0.0,1,5.4
U0765,2000,Male,Gorontalo,Junior High School,Civil Servant/BUMN,Rp2.000.001 - Rp4.000.000,2-4jt,Rp4.000.001 - Rp6.000.000,4-6jt,Deficit,Kredivo,> Rp3.000.000,Reksadana,Tidak Ada,0.0,5,7.8
U0766,2003,Female,Lampung,Postgraduate,Student,Rp2.000.001 - Rp4.000.000,2-4jt,Rp4.000.001 - Rp6.000.000,4-6jt,Deficit,OVO,< Rp500.000,None,Tidak Ada,0.0,2,11.8
U0771,2005,Male,Sulawesi Selatan,Junior High School,Private Employee,N/A,N/A,Rp6.000.001 - Rp10.000.000,6-10jt,Deficit,GoPay,Rp500.001 - Rp1.000.000,Saham,Tidak Ada,0.0,4,9.2
U0772,2010,Female,Aceh,Senior High School,Not Working,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,Akulaku,Rp1.000.001 - Rp3.000.000,Emas,Tidak Ada,0.0,3,9.0
U0773,2011,Male,Sulawesi Selatan,Bachelor (S1)/Diploma IV,Student,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,OVO,< Rp500.000,Saham,Tidak Ada,0.0,5,2.8
U0774,2012,Male,Banten,Senior High School,Private Employee,Rp2.000.001 - Rp4.000.000,2-4jt,Rp4.000.001 - Rp6.000.000,4-6jt,Deficit,Dana,Rp500.001 - Rp1.000.000,Saham,Tidak Ada,0.0,1,5.3
U0775,2010,Female,Papua Barat Daya,Senior High School,Private Employee,Rp2.000.001 - Rp4.000.000,2-4jt,Rp4.000.001 - Rp6.000.000,4-6jt,Deficit,LinkAja,< Rp500.000,Reksadana,Tidak Ada,0.0,2,4.7
U0780,2011,Female,Papua Pegunungan,Senior High School,Not Working,Rp2.000.001 - Rp4.000.000,2-4jt,Rp4.000.001 - Rp6.000.000,4-6jt,Deficit,ShopeePay,< Rp500.000,Reksadana,Tidak Ada,0.0,2,8.5
U0784,2008,Male,Jambi,Bachelor (S1)/Diploma IV,Entrepreneur,Rp2.000.001 - Rp4.000.000,2-4jt,Rp4.000.001 - Rp6.000.000,4-6jt,Deficit,Akulaku,Rp1.000.001 - Rp3.000.000,Saham,,0.0,5,18.5
U0786,2011,Female,Sumatera Barat,Senior High School,Student,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,Kredivo,Rp500.001 - Rp1.000.000,Kripto,Tidak Ada,0.0,1,7.3
U0787,2008,Female,Papua Tengah,Postgraduate,Private Employee,Rp2.000.001 - Rp4.000.000,2-4jt,Rp4.000.001 - Rp6.000.000,4-6jt,Deficit,Akulaku,Rp500.001 - Rp1.000.000,Reksadana,Tidak Ada,0.0,2,14.3
U0790,2006,Female,Maluku,Postgraduate,Others,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,GoPay,Rp500.001 - Rp1.000.000,Reksadana,Tidak Ada,0.0,1,0.5
U0792,2009,Female,Kalimantan Utara,Postgraduate,Student,Rp2.000.001 - Rp4.000.000,2-4jt,Rp4.000.001 - Rp6.000.000,4-6jt,Deficit,GoPay,< Rp500.000,Kripto,Tidak Ada,0.0,1,8.8
U0795,1998,Male,DI Yogyakarta,Senior High School,Student,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,Akulaku,Rp500.001 - Rp1.000.000,Emas,Tidak Ada,0.0,2,8.1
U0796,1998,Female,Jawa Timur,Senior High School,Private Employee,Rp6.000.001 - Rp10.000.000,6-10jt,Rp10.000.001 - Rp15.000.000,10-15jt,Deficit,Akulaku,< Rp500.000,Reksadana,Tidak Ada,0.0,2,9.2
U0797,2009,Female,Jawa Timur,Junior High School,Private Employee,Rp4.000.001 - Rp6.000.000,4-6jt,Rp4.000.001 - Rp6.000.000,4-6jt,Break-even,ShopeePay,Rp1.000.001 - Rp3.000.000,Reksadana,Tidak Ada,0.0,2,5.9
U0798,1998,Female,Sumatera Selatan,Diploma I/II/III,Student,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,Dana,< Rp500.000,Saham,Tidak Ada,0.0,5,5.9
U0799,1998,Female,Sulawesi Selatan,Postgraduate,Student,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,Akulaku,< Rp500.000,Saham,Tidak Ada,0.0,5,2.2
U0800,1997,Female,Jawa Timur,Senior High School,Private Employee,N/A,N/A,Rp4.000.001 - Rp6.000.000,4-6jt,Deficit,GoPay,Rp500.001 - Rp1.000.000,Saham,Tidak Ada,0.0,4,6.0
U0801,2012,Female,Papua Pegunungan,Bachelor (S1)/Diploma IV,Student,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,Kredivo,< Rp500.000,Saham,,0.0,3,9.4
U0804,2003,Female,Sumatera Barat,Postgraduate,Others,Rp2.000.001 - Rp4.000.000,2-4jt,Rp4.000.001 - Rp6.000.000,4-6jt,Deficit,Akulaku,Rp500.001 - Rp1.000.000,Reksadana,Tidak Ada,0.0,2,2.2
U0811,2008,Female,Jawa Tengah,Senior High School,Private Employee,Rp6.000.001 - Rp10.000.000,6-10jt,Rp10.000.001 - Rp15.000.000,10-15jt,Deficit,Dana,< Rp500.000,Saham,Tidak Ada,0.0,5,10.1
U0817,2003,Female,Papua,Senior High School,Student,Rp2.000.001 - Rp4.000.000,2-4jt,Rp4.000.001 - Rp6.000.000,4-6jt,Deficit,OVO,< Rp500.000,Emas,Tidak Ada,0.0,2,7.7
U0819,2008,Male,Bengkulu,Elementary School,Entrepreneur,Rp10.000.001 - Rp15.000.000,10-15jt,Rp6.000.001 - Rp10.000.000,6-10jt,Surplus,Kredivo,> Rp3.000.000,Reksadana,Tidak Ada,0.0,5,11.4
U0824,2010,Male,DI Yogyakarta,Senior High School,Student,Rp2.000.001 - Rp4.000.000,2-4jt,Rp4.000.001 - Rp6.000.000,4-6jt,Deficit,OVO,Rp500.001 - Rp1.000.000,Reksadana,Tidak Ada,0.0,4,5.3
U0825,2008,Female,Lampung,Senior High School,Student,Rp4.000.001 - Rp6.000.000,4-6jt,Rp4.000.001 - Rp6.000.000,4-6jt,Break-even,ShopeePay,< Rp500.000,None,Tidak Ada,0.0,1,5.9
U0826,2006,Female,Sulawesi Selatan,Bachelor (S1)/Diploma IV,Student,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,GoPay,Rp1.000.001 - Rp3.000.000,Kripto,Tidak Ada,0.0,3,6.4
U0830,2003,Male,DI Yogyakarta,Elementary School,Student,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,GoPay,Rp1.000.001 - Rp3.000.000,Kripto,Tidak Ada,0.0,2,5.1
U0832,2007,Male,Sulawesi Barat,Diploma I/II/III,Entrepreneur,Rp4.000.001 - Rp6.000.000,4-6jt,Rp4.000.001 - Rp6.000.000,4-6jt,Break-even,GoPay,Rp500.001 - Rp1.000.000,Emas,Tidak Ada,0.0,2,3.9
U0837,1999,Female,Papua Tengah,Postgraduate,Not Working,Rp4.000.001 - Rp6.000.000,4-6jt,Rp4.000.001 - Rp6.000.000,4-6jt,Break-even,Kredivo,< Rp500.000,Saham,,0.0,1,4.6
U0839,2012,Female,Banten,Bachelor (S1)/Diploma IV,Not Working,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,Kredivo,Rp500.001 - Rp1.000.000,None,Tidak Ada,0.0,2,10.9
U0841,2004,Male,Banten,Senior High School,Private Employee,Rp4.000.001 - Rp6.000.000,4-6jt,Rp4.000.001 - Rp6.000.000,4-6jt,Break-even,OVO,< Rp500.000,Saham,Tidak Ada,0.0,2,8.0
U0843,2005,Male,Riau,Bachelor (S1)/Diploma IV,Civil Servant/BUMN,Rp4.000.001 - Rp6.000.000,4-6jt,Rp4.000.001 - Rp6.000.000,4-6jt,Break-even,Akulaku,Rp500.001 - Rp1.000.000,Reksadana,Tidak Ada,0.0,3,5.2
U0844,2008,Female,Kalimantan Tengah,Postgraduate,Civil Servant/BUMN,Rp10.000.001 - Rp15.000.000,10-15jt,Rp6.000.001 - Rp10.000.000,6-10jt,Surplus,Kredivo,Rp500.001 - Rp1.000.000,Reksadana,Tidak Ada,0.0,2,11.3
U0845,2012,Male,Papua,Senior High School,Student,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,Kredivo,> Rp3.000.000,Saham,Tidak Ada,0.0,3,8.0
U0847,1999,Male,Sumatera Selatan,Bachelor (S1)/Diploma IV,Others,N/A,N/A,Rp4.000.001 - Rp6.000.000,4-6jt,Deficit,OVO,Rp500.001 - Rp1.000.000,Reksadana,Tidak Ada,0.0,3,7.4
U0852,2010,Female,Kalimantan Barat,Senior High School,Student,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,OVO,< Rp500.000,Emas,Tidak Ada,0.0,4,5.2
U0855,2012,Male,Kepulauan Bangka Belitung,Junior High School,Private Employee,Rp2.000.001 - Rp4.000.000,2-4jt,Rp4.000.001 - Rp6.000.000,4-6jt,Deficit,Kredivo,Rp1.000.001 - Rp3.000.000,Kripto,Tidak Ada,0.0,1,7.3
U0857,2009,Male,Sumatera Utara,Senior High School,Student,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,GoPay,< Rp500.000,Saham,Tidak Ada,0.0,5,4.9
U0861,2010,Female,Kalimantan Selatan,Bachelor (S1)/Diploma IV,Entrepreneur,> Rp15.000.000,>15jt,> Rp15.000.000,>15jt,Break-even,GoPay,Rp500.001 - Rp1.000.000,Saham,Tidak Ada,0.0,3,7.5
U0862,2008,Male,Kalimantan Selatan,Senior High School,Private Employee,Rp2.000.001 - Rp4.000.000,2-4jt,Rp4.000.001 - Rp6.000.000,4-6jt,Deficit,Dana,Rp500.001 - Rp1.000.000,Saham,Tidak Ada,0.0,4,3.3
U0863,2000,Female,Papua,Postgraduate,Student,Rp2.000.001 - Rp4.000.000,2-4jt,Rp4.000.001 - Rp6.000.000,4-6jt,Deficit,ShopeePay,Rp1.000.001 - Rp3.000.000,Reksadana,Tidak Ada,0.0,4,8.0
U0869,1999,Female,Aceh,Senior High School,Private Employee,Rp6.000.001 - Rp10.000.000,6-10jt,Rp10.000.001 - Rp15.000.000,10-15jt,Deficit,OVO,Rp500.001 - Rp1.000.000,Emas,Tidak Ada,0.0,1,3.6
U0872,2001,Male,Kalimantan Utara,Bachelor (S1)/Diploma IV,Student,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,LinkAja,Rp500.001 - Rp1.000.000,Emas,Tidak Ada,0.0,3,12.7
U0873,2006,Female,Riau,Bachelor (S1)/Diploma IV,Student,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,ShopeePay,Rp1.000.001 - Rp3.000.000,Kripto,Tidak Ada,0.0,5,6.9
U0878,2006,Female,Papua Barat,Senior High School,Not Working,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,Akulaku,< Rp500.000,Kripto,Tidak Ada,0.0,5,8.7
U0880,2007,Male,Papua Pegunungan,Senior High School,Student,Rp2.000.001 - Rp4.000.000,2-4jt,Rp4.000.001 - Rp6.000.000,4-6jt,Deficit,ShopeePay,Rp1.000.001 - Rp3.000.000,Emas,Tidak Ada,0.0,5,2.3
U0881,2009,Male,Sumatera Selatan,Senior High School,Private Employee,Rp2.000.001 - Rp4.000.000,2-4jt,Rp4.000.001 - Rp6.000.000,4-6jt,Deficit,Kredivo,< Rp500.000,Reksadana,Tidak Ada,0.0,5,12.0
U0882,2011,Female,Banten,Bachelor (S1)/Diploma IV,Private Employee,Rp2.000.001 - Rp4.000.000,2-4jt,Rp4.000.001 - Rp6.000.000,4-6jt,Deficit,GoPay,Rp500.001 - Rp1.000.000,Emas,Tidak Ada,0.0,1,5.4
U0885,2000,Female,Kalimantan Utara,Junior High School,Not Working,Rp2.000.001 - Rp4.000.000,2-4jt,Rp4.000.001 - Rp6.000.000,4-6jt,Deficit,GoPay,Rp500.001 - Rp1.000.000,Reksadana,Tidak Ada,0.0,2,4.4
U0890,2012,Male,Bali,Bachelor (S1)/Diploma IV,Civil Servant/BUMN,Rp6.000.001 - Rp10.000.000,6-10jt,Rp10.000.001 - Rp15.000.000,10-15jt,Deficit,ShopeePay,Rp500.001 - Rp1.000.000,Kripto,Tidak Ada,0.0,5,9.6
U0895,2007,Female,Papua,Senior High School,Private Employee,Rp10.000.001 - Rp15.000.000,10-15jt,Rp6.000.001 - Rp10.000.000,6-10jt,Surplus,LinkAja,< Rp500.000,Emas,Tidak Ada,0.0,4,9.6
U0896,2009,Male,Riau,Bachelor (S1)/Diploma IV,Entrepreneur,Rp6.000.001 - Rp10.000.000,6-10jt,Rp10.000.001 - Rp15.000.000,10-15jt,Deficit,OVO,< Rp500.000,Saham,Tidak Ada,0.0,2,5.9
U0900,2010,Male,Bengkulu,Elementary School,Entrepreneur,Rp10.000.001 - Rp15.000.000,10-15jt,Rp6.000.001 - Rp10.000.000,6-10jt,Surplus,Kredivo,< Rp500.000,Kripto,Tidak Ada,0.0,2,11.6
U0902,1997,Male,Kalimantan Selatan,Bachelor (S1)/Diploma IV,Student,Rp6.000.001 - Rp10.000.000,6-10jt,Rp10.000.001 - Rp15.000.000,10-15jt,Deficit,LinkAja,< Rp500.000,Emas,Tidak Ada,0.0,2,1.2
U0904,1997,Female,Riau,Senior High School,Student,Rp2.000.001 - Rp4.000.000,2-4jt,Rp4.000.001 - Rp6.000.000,4-6jt,Deficit,ShopeePay,Rp1.000.001 - Rp3.000.000,Saham,Tidak Ada,0.0,4,3.6
U0906,2001,Female,Kalimantan Tengah,Junior High School,Civil Servant/BUMN,Rp10.000.001 - Rp15.000.000,10-15jt,Rp6.000.001 - Rp10.000.000,6-10jt,Surplus,ShopeePay,Rp500.001 - Rp1.000.000,None,Tidak Ada,0.0,4,7.0
U0908,2004,Male,DI Yogyakarta,Senior High School,Student,Rp2.000.001 - Rp4.000.000,2-4jt,Rp4.000.001 - Rp6.000.000,4-6jt,Deficit,Akulaku,Rp500.001 - Rp1.000.000,Reksadana,Tidak Ada,0.0,3,6.0
U0911,2003,Female,Sumatera Selatan,Senior High School,Student,Rp2.000.001 - Rp4.000.000,2-4jt,Rp4.000.001 - Rp6.000.000,4-6jt,Deficit,GoPay,Rp500.001 - Rp1.000.000,None,,0.0,1,3.2
U0913,2012,Female,Kalimantan Utara,Diploma I/II/III,Student,< Rp2.000.000,<2jt,< Rp2.000.000,<2jt,Break-even,Kredivo,< Rp500.000,Emas,Tidak Ada,0.0,4,3.3
U0914,2004,Male,Sulawesi Selatan,Postgraduate,Others,Rp2.000.001 - Rp4.000.000,2-4jt,Rp4.000.001 - Rp6.000.000,4-6jt,Deficit,OVO,Rp1.000.001 - Rp3.000.000,Saham,Tidak Ada,0.0,1,4.4
U0920,2005,Male,Nusa Tenggara Timur,Senior High School,Entrepreneur,Rp10.000.001 - Rp15.000.000,10-15jt,N/A,N/A,Surplus,OVO,< Rp500.000,Saham,Tidak Ada,0.0,3,6.8
U0926,1999,Male,DKI Jakarta,Bachelor (S1)/Diploma IV,Student,Rp2.000.001 - Rp4.000.000,2-4jt,Rp4.000.001 - Rp6.000.000,4-6jt,Deficit,Akulaku,< Rp500.000,None,Tidak Ada,0.0,2,7.7
